conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,86053E+18;Sun Nov 24 03:36:36 +0000 2024;3977;Presiden @prabowo Saya TITIP Orang Gila Ciri-cirinya baju putih celana hitam rambut tipis agak botak Dia ngaku-ngaku bisa bikin orang jadi Gubernur jadi Bupati Lama-lama saya khawatir dia ngaku-ngaku bisa bikin orang jadi Presiden lho Pak. Mohon Presiden perhatian kirim https://t.co/gVfiqAXhTx;1,86053E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860527861582692353/pu/img/qmwd7FSuOjY2b377.jpg;;in;;90;632;1293;https://x.com/DokterTifa/status/1860527915970216058;1,50282E+18;DokterTifa
1,86052E+18;Sun Nov 24 02:54:45 +0000 2024;84;Kedatangan Presiden Prabowo di Tanah Air disambut Mas Wapres dan jajaran mentri Pangkalan TNI AU Halim Perdanakusuma 24 November 2024 https://t.co/LitkA7IITU;1,86052E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860517339520991233/pu/img/ExV8nzLkyyBnXiTP.jpg;;in;Kebumen, Indonesia;6;17;14;https://x.com/bengkeldodo/status/1860517380918772159;576755999;bengkeldodo
1,86052E+18;Sun Nov 24 02:45:32 +0000 2024;649;Pilih Kepala Daerah yang mendukung Program Presiden Prabowo Subianto https://t.co/tujl7fkn2W;1,86052E+18;https://pbs.twimg.com/media/GdHglaFagAEOQJp.jpg;;in;;20;370;95;https://x.com/OxLaMasia/status/1860515062097805561;1,83979E+18;OxLaMasia
1,86051E+18;Sun Nov 24 02:44:49 +0000 2024;2795;Sejumlah nota kesepahaman berhasil ditandatangani dalam pertemuan bilateral bersama Presiden Persatuan Emirat Arab Yang Mulia Sheikh Mohamed bin Zayed Al Nahyan. Dalam kunjungan di Abu Dhabi pembahasan berkaitan dengan penguatan kerja sama di bidang teknologi energi https://t.co/1eeXebQt2C;1,86051E+18;https://pbs.twimg.com/media/GdHga8wbkAAlLFu.jpg;;in;Indonesia;21;268;336;https://x.com/prabowo/status/1860514882795590050;40580714;prabowo
1,86051E+18;Sun Nov 24 02:17:26 +0000 2024;420;Pak Prabowo awal pergi ke luar negeri setelah dilantik sebagai Presiden RI telah bikin kontroversi. Saat bertemu Xi Jinping Prabowo mengakui konsep Nine Dash Line RRC yang over laping dengan ZEE Indonesia. Kontroversinya itu karena Prabowo menyatakan Indonesia kerjasama dengan https://t.co/tZWuk95RR8;1,86051E+18;https://pbs.twimg.com/amplify_video_thumb/1860507871026511874/img/Pn8fWKwHXRssR5R5.jpg;;in;Kota Surabaya, Jawa Timur. ;22;118;173;https://x.com/henrysubiakto/status/1860507992585912782;201554665;henrysubiakto
1,86051E+18;Sun Nov 24 02:16:05 +0000 2024;133;Alhamdulillah My Presiden @prabowo kembali Di Tanah Air setelah lawatan kebeberapa Negara²sahabat .Trimakasih Presiden Indonesia https://t.co/xWLtD8tm8V;1,86051E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860507599520825344/pu/img/6GdtrzDyt1ebJE7W.jpg;;in;DKI Jakarta, Indonesia;0;19;16;https://x.com/Lembayung071/status/1860507652830429205;1,2275E+18;Lembayung071
1,86047E+18;Sat Nov 23 23:35:24 +0000 2024;174;Alhamdulillah... Presiden Prabowo Subianto sudah tiba kembali di Indonesia. Sekian lawatan dengan hasil yang melebihi target tentunya ini adalah modal awal untuk membangun bangsa lewat good goverment dan clean goverment Ditunggu gebrakannya didalam negeri pak... Rakyat sudah https://t.co/d1jfZuHmsj;1,86047E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860467179491328001/pu/img/a4hr4mWgeQE4mJS-.jpg;;in;;3;61;37;https://x.com/are_inismyname/status/1860467215176466471;1,15245E+18;are_inismyname
1,86047E+18;Sat Nov 23 23:31:46 +0000 2024;1299;Presiden Prabowo Subianto Tiba di Tanah Air Setelah Kunjungan ke Sejumlah Negara https://t.co/qJAYt4gSy1;1,86047E+18;https://pbs.twimg.com/ext_tw_video_thumb/1860466168097832962/pu/img/c6P8rDXnNzXsPRM4.jpg;;in;;14;79;137;https://x.com/Ndons_Back/status/1860466300788822179;1,28995E+18;Ndons_Back
1,86037E+18;Sat Nov 23 17:05:59 +0000 2024;103;Presiden kita Bapak @prabowo disambut sangat meriah dengan dentuman meriam pasukan berkuda dan unta di Abu Dhabi Uni Emirat Arab 23 Nov 2024. https://t.co/6mbc5kIm6Z;1,86037E+18;https://pbs.twimg.com/amplify_video_thumb/1860368729672138752/img/gtA5pzEDfmjjXWP_.jpg;;in;INDONESIA;3;5;21;https://x.com/hariqosatria/status/1860369212981891302;222348442;hariqosatria
1,85989E+18;Fri Nov 22 09:23:50 +0000 2024;250;Di era kepemimpinan Presiden Prabowo Subianto dan Wakil Presiden Gibran Rakabuming Raka pemerataan ekonomi dan pengembangan Usaha Mikro Kecil dan Menengah (UMKM) https://t.co/JrF105KOTh https://t.co/dYiBObrm84;1,85989E+18;https://pbs.twimg.com/media/Gc-okq1bAAAGfgS.jpg;;in;;0;1;0;https://x.com/Jejakmediaoffi1/status/1859890524859269140;1,4068E+18;Jejakmediaoffi1
